sender_account,amount,sender_country,description,id,timestamp,currency,receiver_account,receiver_country
SE8902VANG86827956202560,49788.68,Sweden,Mobile recharge,9415,2025-02-08 11:58:00,SEK,SE8902YNEG45809952624906,Sweden
SE8902XFGN05965642065136,23569.01,Sweden,Tax refund,9416,2025-02-19 06:15:00,SEK,SE8902DSLW17149818922650,Sweden
SE8902KVOL90407760349687,20429.20,Sweden,Payment for invoice #2393,9417,2025-03-27 21:42:00,SEK,SE8902JWXW28958053475452,Sweden
SE8902XYWW06047880682425,6991.74,Sweden,Utility bill,9418,2025-03-02 07:57:00,SEK,SE8902TQXV74190163701650,Sweden
SE8902OJZV87378441905395,38663.88,Sweden,Reimbursement for travel,9419,2025-01-10 17:54:00,SEK,SE8902ZJJF79585810673366,Sweden
SE8902YWYE88254254671994,23969.10,Sweden,Utility bill,9420,2025-04-10 05:28:00,SEK,SE8902IXLN09147641003463,Sweden
SE8902PXRQ98520175302074,47984.71,Sweden,Subscription fee,9421,2025-01-19 14:35:00,SEK,SE8902VSPR33562992730471,Sweden
SE8902XNEE54146257506129,37083.01,Sweden,Loan repayment,9422,2025-04-27 15:02:00,SEK,SE8902YWYE88254254671994,Sweden
SE8902VABD28433519743158,15544.81,Sweden,Rent transfer,9423,2025-05-07 15:48:00,SEK,SE8902DOSN50610060091936,Sweden
SE8902TRVE47135720140849,3489.22,Sweden,Reimbursement for travel,9424,2025-04-19 21:58:00,SEK,SE8902KLNQ25617997709976,Sweden
SE8902BCGB09402639721004,35960.11,Sweden,Utility bill,9425,2025-02-07 12:04:00,SEK,SE8902UBER10237927754278,Sweden
SE8902GGWE97497502378359,27044.17,Sweden,Tax refund,9426,2025-05-01 21:26:00,SEK,SE8902MCFO49095808464569,Sweden
SE8902DRNW01025820075953,29457.73,Sweden,Gift to family member,9427,2025-01-11 00:47:00,SEK,SE8902XIOP55762967773996,Sweden
SE8902DOSN50610060091936,42536.91,Sweden,Subscription fee,9428,2025-03-02 23:48:00,SEK,SE8902SPMP91486768673172,Sweden
SE8902WIZV49599148565208,37017.28,Sweden,Gift to family member,9429,2025-03-24 00:46:00,SEK,SE8902TKNC87869236455689,Sweden
SE8902MPWG51569045484865,14481.43,Sweden,Subscription fee,9430,2025-03-11 22:33:00,SEK,SE8902TMAZ51468626641221,Sweden
SE8902SPLV55493875690484,6185.27,Sweden,Consulting fee,9431,2025-03-13 11:06:00,SEK,SE8902DZEM65843874009450,Sweden
SE8902HADZ94831371615319,15027.20,Sweden,Consulting fee,9432,2025-02-12 13:26:00,SEK,SE8902RLXE45562764852432,Sweden
SE8902FMID10536679996597,49618.91,Sweden,Online purchase,9433,2025-03-10 07:27:00,SEK,SE8902MKFC17006139746737,Sweden
SE8902PQQA91803707968793,14365.47,Sweden,Utility bill,9434,2025-03-29 02:46:00,SEK,SE8902LEVI44801863486814,Sweden
SE8902XEKA11659742485329,29456.01,Sweden,Reimbursement for travel,9435,2025-01-29 00:31:00,SEK,SE8902OOLM49343686376830,Sweden
SE8902XFDS45905033879975,26226.76,Sweden,Gift to family member,9436,2025-03-11 00:57:00,SEK,SE8902WDCF38284869757417,Sweden
SE8902XJAN35723200835220,18345.60,Sweden,Freelance project payment,9437,2025-01-12 17:16:00,SEK,SE8902WFUC02168045258799,Sweden
SE8902DMTK02100815459260,23211.62,Sweden,Mobile recharge,9438,2025-04-08 14:00:00,SEK,SE8902COVG23577172278709,Sweden
SE8902ZRRV53604198996393,17855.90,Sweden,Reimbursement for travel,9439,2025-02-13 23:06:00,SEK,SE8902RATJ14504736298199,Sweden
SE8902DVQS82119924518238,15736.79,Sweden,Loan repayment,9440,2025-02-02 06:54:00,SEK,SE8902GYOU97729788286246,Sweden
SE8902XNVC89027044051893,1196.21,Sweden,Loan repayment,9441,2025-04-25 07:35:00,SEK,SE8902GXKS66714923613080,Sweden
SE8902DOSN50610060091936,39215.91,Sweden,Subscription fee,9442,2025-04-06 14:50:00,SEK,SE8902TTCV22659277900658,Sweden
SE8902OGIL87909531470185,8660.79,Sweden,Rent transfer,9443,2025-01-31 04:03:00,SEK,SE8902EBWI20739935052200,Sweden
SE8902XBWW91028579125870,41639.13,Sweden,Salary payment,9444,2025-04-20 00:42:00,SEK,SE8902RFAD93127690350624,Sweden
SE8902RMGJ56941789044857,17871.91,Sweden,Salary payment,9445,2025-02-05 06:45:00,SEK,SE8902ZQSR31963404580039,Sweden
SE8902TUHD34770837374560,43332.01,Sweden,Mobile recharge,9446,2025-02-17 22:07:00,SEK,SE8902RXPZ64193650870827,Sweden
SE8902WOBG56284432759181,44759.07,Sweden,Utility bill,9447,2025-02-11 04:55:00,SEK,SE8902EJUK14153809334395,Sweden
SE8902APMC92937900903172,6924.09,Sweden,Tax refund,9448,2025-03-21 11:29:00,SEK,SE8902NBIZ83446887518068,Sweden
SE8902UUHR56831431647978,3553.42,Sweden,Online purchase,9449,2025-03-28 02:40:00,SEK,SE8902GYOU97729788286246,Sweden
SE8902MIDF11176460973267,40284.62,Sweden,Subscription fee,9450,2025-02-21 00:13:00,SEK,SE8902NRAS31362495279847,Sweden
SE8902CEKC27544305100945,12794.35,Sweden,Mobile recharge,9451,2025-04-28 18:57:00,SEK,SE8902IACG54044232519044,Sweden
SE8902KFFK50136015318581,46075.06,Sweden,Salary payment,9452,2025-02-06 08:43:00,SEK,SE8902UZYG74951512780315,Sweden
SE8902GZAO49226888899471,25599.31,Sweden,Gift to family member,9453,2025-02-01 03:05:00,SEK,SE8902XHDH97099673211691,Sweden
SE8902IPMR06918676283049,10979.84,Sweden,Unknown,9454,2025-02-22 18:35:00,SEK,SE8902XFDS45905033879975,Sweden
SE8902RCMP67198715313709,2311.26,Sweden,Freelance project payment,9455,2025-01-28 00:48:00,SEK,SE8902NQVT00867426002134,Sweden
SE8902CNUK05592418774943,32044.07,Sweden,Freelance project payment,9456,2025-05-15 02:41:00,SEK,SE8902TXWD68698852887733,Sweden
SE8902QIDW01871973556269,6481.36,Sweden,Consulting fee,9457,2025-03-14 17:50:00,SEK,SE8902CAYR28184400854269,Sweden
SE8902ZUBS27912610124575,2891.30,Sweden,Loan repayment,9458,2025-04-04 15:53:00,SEK,SE8902PSRJ65756431691707,Sweden
SE8902VXBW13958908779060,27347.64,Sweden,Utility bill,9459,2025-01-13 06:47:00,SEK,SE8902RMZQ99119231760140,Sweden
SE8902IDIO78110702344946,6476.91,Sweden,Unknown,9460,2025-01-18 04:06:00,SEK,SE8902NEKM17238713453074,Sweden
SE8902KVSV81092256666408,34153.76,Sweden,Mobile recharge,9461,2025-01-23 04:34:00,SEK,SE8902GIHV74884246842599,Sweden
SE8902KLCO29429723379486,2732.49,Sweden,Loan repayment,9462,2025-04-24 05:02:00,SEK,SE8902LNMM65005427787530,Sweden
SE8902TCZM12187781824588,36771.16,Sweden,Insurance payout,9463,2025-02-12 02:59:00,SEK,SE8902SRLL43477163490964,Sweden
SE8902BSOB17404569244252,4172.17,Sweden,Insurance payout,9464,2025-03-30 03:22:00,SEK,SE8902VJEF22408425695352,Sweden
SE8902VJHZ33855900402507,25731.99,Sweden,Subscription fee,9465,2025-03-31 02:00:00,SEK,SE8902EWZR85142291879165,Sweden
SE8902EYZV57214534359238,41553.04,Sweden,Payment for invoice #9251,9466,2025-05-16 16:24:00,SEK,SE8902GGWE97497502378359,Sweden
SE8902XPHQ15953762308017,38292.09,Sweden,Unknown,9468,2025-03-13 07:13:00,SEK,SE8902CEKC27544305100945,Unknown
SE8902VDAM04395711962652,8630.50,Sweden,Consulting fee,9469,2025-03-12 12:56:00,SEK,SE8902KNBO14478747094323,Sweden
SE8902EANL33346362686121,27493.05,Sweden,Reimbursement for travel,9470,2025-01-11 06:56:00,SEK,SE8902PXRQ98520175302074,Sweden
SE8902JXNJ08943900596647,25761.60,Sweden,Payment for invoice #6653,9471,2025-02-24 22:10:00,SEK,SE8902PLBL16144667744762,Sweden
SE8902RENF20626970972224,176.50,Sweden,Loan repayment,9472,2025-04-09 01:09:00,SEK,SE8902XYWW06047880682425,Sweden
SE8902ONKL85026172925302,48267.52,Sweden,Mobile recharge,9473,2025-05-04 03:42:00,SEK,SE8902MYOF67830605702784,Sweden
SE8902AZMF62874749728667,34787.33,Sweden,Rent transfer,9474,2025-03-30 09:54:00,SEK,SE8902ZWKS28095257338274,Sweden
SE8902RNTE90201112878494,2286.23,Sweden,Utility bill,9475,2025-01-28 16:06:00,SEK,SE8902OETG93189334327881,Sweden
SE8902ZKCR38556369708361,26636.06,Sweden,Utility bill,9476,2025-01-21 05:02:00,SEK,SE8902VEMX25234923276716,Sweden
SE8902UZBS49516417731818,30783.55,Sweden,Rent transfer,9477,2025-02-05 16:05:00,SEK,SE8902OGIL87909531470185,Sweden
SE8902YFVN11147137534118,29583.39,Sweden,Gift to family member,9478,2025-05-12 23:46:00,SEK,SE8902YWZE35031868738690,Sweden
SE8902GREW10972860106946,27074.26,Sweden,Payment for invoice #9486,9479,2025-04-21 15:53:00,SEK,SE8902YWPH88733310983578,Sweden
SE8902PUFG51102457949170,28543.39,Sweden,Utility bill,9480,2025-03-21 11:44:00,SEK,SE8902UOQA63786044169527,Sweden
SE8902TDWF15245617438533,17579.42,Sweden,Freelance project payment,9481,2026-03-09 04:01:00,SEK,SE8902ANWR22887008474492,Sweden
SE8902SCUS02208585217420,47670.71,Sweden,Unknown,9482,2025-03-15 13:32:00,SEK,SE8902PCFY59781759139715,Sweden
SE8902CFEY43701881421531,45804.38,Sweden,Online purchase,9483,2025-03-24 09:34:00,SEK,SE8902AMRJ75051497335013,Sweden
SE8902PXRQ98520175302074,47046.80,Sweden,Utility bill,9484,2025-02-22 19:11:00,SEK,SE8902XEKA11659742485329,Sweden
SE8902YVWX44120455116841,38103.02,Sweden,Loan repayment,9485,2025-03-23 17:41:00,SEK,SE8902YZWZ87858217066053,Sweden
SE8902MERM08934535145689,6931.60,Sweden,Gift to family member,9486,2025-03-09 10:47:00,SEK,SE8902LYWY52207782370009,Sweden
SE8902GDKU45032945438327,16661.30,Sweden,Reimbursement for travel,9487,2025-04-03 06:56:00,SEK,SE8902FZYK87978190387699,Sweden
SE8902NRAS31362495279847,2588.64,Sweden,Gift to family member,9488,2025-04-11 15:33:00,SEK,SE8902KPIO16227949467449,Sweden
SE8902IJUF89235594362096,37303.62,Sweden,Gift to family member,9489,2025-01-15 00:07:00,SEK,SE8902YREH60256445948405,Sweden
SE8902FHYM56802980847454,19166.46,Sweden,Mobile recharge,9490,2025-03-03 05:39:00,SEK,SE8902DGOU52251724210139,Sweden
SE8902KJYB05100798381483,22447.13,Sweden,Unknown,9491,2025-04-11 00:43:00,SEK,SE8902UWHJ79819805055119,Sweden
SE8902RLXE45562764852432,26019.85,Sweden,Payment for invoice #8724,9492,2025-03-30 06:33:00,SEK,SE8902PYVE63223607468293,Sweden
SE8902GUBN02340962282734,5862.48,Sweden,Subscription fee,9493,2025-02-16 05:48:00,SEK,SE8902EDII68114485236045,Sweden
SE8902YBIX02378701637177,48709.30,Sweden,Loan repayment,9494,2025-03-05 07:34:00,SEK,SE8902MDNR23654048962365,Sweden
SE8902YFVN11147137534118,12287.09,Sweden,Gift to family member,9495,2025-01-08 01:54:00,SEK,SE8902GTZD12314857392944,Sweden
SE8902RCJB06422384154874,29035.68,Sweden,Salary payment,9496,2025-01-10 14:59:00,SEK,SE8902NCHQ05383241398951,Sweden
SE8902AVQC54172602808950,15917.99,Sweden,Payment for invoice #8282,9497,2025-02-04 16:32:00,SEK,SE8902EPWK73250364544965,Sweden
SE8902DPEV86073624782716,1222.34,Sweden,Gift to family member,9498,2025-05-07 07:00:00,SEK,SE8902KMXN52564213381947,Sweden
SE8902TMHA72646385787943,10642.09,Sweden,Unknown,9499,2025-04-13 09:25:00,SEK,SE8902EYZV57214534359238,Sweden
SE8902YEDJ01205803951858,45756.32,Sweden,Salary payment,9500,2025-02-06 04:51:00,SEK,SE8902PVMT99502269929745,Sweden
SE8902XJAN35723200835220,2054.09,Sweden,Salary payment,9501,2025-04-28 22:12:00,SEK,SE8902IOJE14304978072957,Sweden
SE8902DPEV86073624782716,35391.97,Sweden,Utility bill,9502,2025-05-08 20:55:00,SEK,SE8902IGKY05275707479128,Sweden
SE8902PSFY01211467765419,16398.25,Sweden,Subscription fee,9503,2025-03-01 11:12:00,SEK,SE8902JFUD24261264737631,Sweden
SE8902IXLN09147641003463,23338.92,Sweden,Utility bill,9504,2025-03-26 02:11:00,SEK,SE8902MEJF62740560811988,Sweden
SE8902YRJE25577068372391,12576.28,Sweden,Payment for invoice #7565,9505,2025-02-24 18:04:00,SEK,SE8902DRNW01025820075953,Sweden
SE8902YKLA01358484410445,22447.93,Sweden,Gift to family member,9506,2025-05-06 09:23:00,SEK,SE8902IRET80983872349375,Sweden
SE8902ENMF86033537014424,29283.53,Sweden,Reimbursement for travel,9507,2025-03-26 02:44:00,SEK,SE8902SVVA72606563438599,Sweden
SE8902XGBQ65373440284962,4695.74,Sweden,Loan repayment,9508,2025-01-29 17:44:00,SEK,SE8902EDDF98370611345966,Sweden
SE8902MQTA07583386361028,13472.15,Sweden,Online purchase,9509,2025-03-01 06:18:00,SEK,SE8902PEJL40222448009128,Sweden
SE8902ZCTK81497780781136,43910.56,Sweden,Consulting fee,9510,2025-04-07 08:27:00,SEK,SE8902VXBW13958908779060,Sweden
SE8902EQYQ41081582080415,13030.46,Sweden,Consulting fee,9511,2025-01-31 07:13:00,SEK,SE8902PFCZ88971783919966,Sweden
SE8902MCFO49095808464569,5789.50,Sweden,Tax refund,9512,2025-04-02 13:43:00,SEK,SE8902AFOU10164539916013,Sweden
SE8902DIGS61927513105237,16791.39,Sweden,Freelance project payment,9513,2025-05-16 12:38:00,SEK,SE8902CFEY43701881421531,Sweden
SE8902UUHR56831431647978,6189.99,Sweden,Payment for invoice #5143,9514,2025-01-16 12:47:00,SEK,SE8902XBWW91028579125870,Sweden
SE8902ZWKS28095257338274,4714.27,Sweden,Mobile recharge,9515,2025-04-22 16:02:00,SEK,SE8902FCJT75375914520219,Sweden
SE8902YRPI91283893221753,26395.46,Sweden,Reimbursement for travel,9516,2025-03-01 21:23:00,SEK,SE8902AOEI11888157159723,Sweden
SE8902ZECH07329184737257,1665.28,Sweden,Unknown,9517,2025-03-09 01:16:00,SEK,SE8902UZPG07009538779616,Sweden
SE8902BTKI53390685216432,4771.54,Sweden,Insurance payout,9518,2025-02-27 04:26:00,SEK,SE8902KWBD56921885506215,Sweden
SE8902YRJE25577068372391,17401.32,Sweden,Reimbursement for travel,9519,2025-02-07 14:10:00,SEK,SE8902ZNHI21783939608864,Sweden
SE8902EANL33346362686121,33037.74,Sweden,Reimbursement for travel,9520,2025-03-03 20:53:00,SEK,SE8902VAPD72818464374400,Sweden
SE8902DBWG37143242474670,5521.38,Sweden,Consulting fee,9521,2025-04-12 11:01:00,SEK,SE8902KVOL90407760349687,Sweden
SE8902RUFS60316465651336,39629.90,Sweden,Payment for invoice #5355,9522,2025-04-30 08:04:00,SEK,SE8902WOXH43586674611980,Sweden
SE8902OUGZ49389646387563,39223.91,Sweden,Rent transfer,9523,2025-04-18 05:28:00,SEK,SE8902IQAS41209315371860,Sweden
SE8902MJIL81207705272655,21924.02,Sweden,Tax refund,9524,2025-01-28 23:02:00,SEK,SE8902FCJT75375914520219,Sweden
SE8902KJYB05100798381483,47357.61,Sweden,Online purchase,9525,2025-04-25 10:26:00,SEK,SE8902AQCO44387324377348,Sweden
SE8902XUYH86436254539837,7897.95,Sweden,Freelance project payment,9526,2025-04-12 08:04:00,SEK,SE8902WNIP57815146708414,Sweden
SE8902XZAS22158117574887,30484.85,Sweden,Insurance payout,9527,2025-03-13 10:35:00,SEK,SE8902DIGS61927513105237,Sweden
SE8902UHPN71937885399066,41480.11,Sweden,Gift to family member,9528,2025-03-03 00:14:00,SEK,SE8902BSOB17404569244252,Sweden
SE8902FWCH71102712794153,35629.57,Sweden,Gift to family member,9529,2025-02-10 01:29:00,SEK,SE8902LGDS93932200371895,Sweden
SE8902QVLD06706916367921,32590.70,Sweden,Freelance project payment,9530,2025-05-11 02:44:00,SEK,SE8902UZPG07009538779616,Sweden
SE8902CMWE25531271390672,23752.23,Sweden,Gift to family member,9531,2025-02-12 09:20:00,SEK,SE8902HHVE14882891293350,Unknown
SE8902GBSN65881879746261,38780.06,Sweden,Tax refund,9532,2025-05-08 17:16:00,SEK,SE8902OETG93189334327881,Sweden
SE8902IWYC64669423845053,23235.72,Sweden,Payment for invoice #5938,9533,2025-02-20 20:31:00,SEK,SE8902BUFN52320844378385,Sweden
SE8902EBWI20739935052200,4724.32,Sweden,Subscription fee,9534,2025-03-16 09:38:00,SEK,SE8902RTPP26534696624492,Sweden
SE8902DIGS61927513105237,43649.88,Sweden,Unknown,9535,2025-05-13 22:05:00,SEK,SE8902XIOP55762967773996,Sweden
SE8902SPLV55493875690484,33572.06,Sweden,Online purchase,9536,2025-05-17 06:35:00,SEK,SE8902LQPT91446488103734,Sweden
SE8902YIAD46040982190137,24347.38,Sweden,Rent transfer,9537,2025-05-14 17:33:00,SEK,SE8902FWBT85916441228504,Sweden
SE8902KMXN52564213381947,29364.42,Sweden,Consulting fee,9538,2025-05-13 02:06:00,SEK,SE8902DYMK28727836359365,Sweden
SE8902CHPG90425118808478,32846.65,Sweden,Tax refund,9539,2025-02-24 01:04:00,SEK,SE8902DPTT93032573974424,Sweden
SE8902MQZJ06643246897705,49434.47,Sweden,Gift to family member,9540,2025-01-14 18:44:00,SEK,SE8902VMWP60739361675669,Sweden
SE8902EHQT53687871208531,22831.75,Sweden,Salary payment,9541,2025-01-28 18:02:00,SEK,SE8902QIQI47434237190569,Sweden
SE8902NBPA53790596412090,1118.49,Sweden,Payment for invoice #3786,9542,2025-03-30 02:03:00,SEK,SE8902HHVE14882891293350,Sweden
SE8902RMGJ56941789044857,6422.60,Sweden,Online purchase,9543,2025-01-14 10:30:00,SEK,SE8902ATDH36917846037146,Sweden
SE8902IPMR06918676283049,38368.87,Sweden,Mobile recharge,9544,2025-02-25 21:03:00,SEK,SE8902EZER13441070597944,Sweden
SE8902AGTC76402704279286,13114.34,Sweden,Tax refund,9545,2025-04-15 22:29:00,SEK,SE8902IKZC79179007095909,Sweden
SE8902XJXO24323243710044,6829.22,Sweden,Rent transfer,9546,2025-01-06 14:03:00,SEK,SE8902TTXT03943566438167,Sweden
SE8902FNVL25969348892346,30772.12,Sweden,Rent transfer,9547,2025-04-19 22:37:00,SEK,SE8902XVJQ62588665096343,Sweden
SE8902QLUT99208994499946,36481.37,Sweden,Payment for invoice #8541,9548,2025-02-11 21:58:00,SEK,SE8902AEAH33465529509698,Sweden
SE8902TMSX38474464548691,24737.41,Sweden,Salary payment,9549,2025-03-18 20:59:00,SEK,SE8902FUMK63947148705760,Sweden
SE8902XVJQ62588665096343,6300.04,Sweden,Reimbursement for travel,9550,2025-04-06 09:57:00,SEK,SE8902WPAU97779463181066,Sweden
SE8902RQNM94686024135916,8644.24,Sweden,Insurance payout,9551,2025-04-13 14:17:00,SEK,SE8902YLUL42869164891487,Sweden
SE8902KMMG56349206484127,29384.78,Sweden,Mobile recharge,9552,2025-04-14 16:59:00,SEK,SE8902OETG93189334327881,Sweden
SE8902MMNV35784660404948,42549.60,Sweden,Gift to family member,9553,2025-04-10 13:08:00,SEK,SE8902NPSO51568640255218,Sweden
SE8902MAVP99765805035027,49593.32,Sweden,Gift to family member,9554,2025-02-26 14:25:00,SEK,SE8902MEJF62740560811988,Sweden
SE8902BCJH45677202414984,19751.79,Sweden,Subscription fee,9555,2025-01-21 16:38:00,SEK,SE8902KLRO16474013075873,Sweden
SE8902JHMA69643058655073,13715.34,Sweden,Gift to family member,9556,2025-01-07 07:25:00,SEK,SE8902KJYB05100798381483,Sweden
SE8902YBIX02378701637177,34745.92,Sweden,Mobile recharge,9557,2025-03-23 01:28:00,SEK,SE8902ORAT65143572227414,Sweden
SE8902OARH91598307982968,2282.79,Sweden,Reimbursement for travel,9558,2025-04-02 23:33:00,SEK,SE8902LFOG32831877730656,Sweden
SE8902FBRS06307972224493,13477.08,Sweden,Consulting fee,9559,2025-01-18 05:24:00,SEK,SE8902XXAF74151570423565,Sweden
SE8902DVSD57008700941701,43425.83,Sweden,Consulting fee,9560,2025-01-14 18:03:00,SEK,SE8902RWKL37240797745939,Sweden
SE8902GWBV65006975861231,18729.96,Sweden,Freelance project payment,9561,2025-05-04 19:00:00,SEK,SE8902NKXR00859309312215,Sweden
SE8902RZVW68005461246316,11791.85,Sweden,Gift to family member,9562,2025-05-02 13:46:00,SEK,SE8902KLNQ25617997709976,Sweden
SE8902WQDQ90710651633977,20716.81,Sweden,Gift to family member,9563,2025-02-03 20:00:00,SEK,SE8902XXCG81260198384509,Sweden
SE8902UIXL22740523863004,26063.47,Sweden,Tax refund,9564,2025-05-03 02:06:00,SEK,SE8902DVQS82119924518238,Sweden
SE8902HUPY67929894959123,20838.93,Sweden,Loan repayment,9565,2025-02-12 08:41:00,SEK,SE8902YQXU56366715188424,Sweden
SE8902TDNJ81183782154357,23832.94,Sweden,Insurance payout,9566,2025-01-09 16:46:00,SEK,SE8902ZAWM87891339334132,Sweden
SE8902GDKU45032945438327,27113.45,Sweden,Unknown,9567,2025-05-11 04:32:00,SEK,SE8902TCCK48879115025867,Sweden
SE8902PYVE63223607468293,5226.92,Sweden,Freelance project payment,9568,2025-04-10 21:03:00,SEK,SE8902XUYH86436254539837,Sweden
SE8902JYDD80497877012989,14703.24,Sweden,Consulting fee,9569,2025-03-03 10:07:00,SEK,SE8902EJYN15169896233918,Sweden
SE8902KSGB25510595835295,18850.02,Sweden,Gift to family member,9570,2025-04-12 03:56:00,SEK,SE8902GQAD77323256759071,Sweden
SE8902MLNA56994057710583,10845.30,Sweden,Loan repayment,9571,2025-03-12 19:11:00,SEK,SE8902EVCJ18582465780769,Sweden
SE8902YOEW30639718787528,36557.88,Sweden,Utility bill,9572,2025-01-01 07:37:00,SEK,SE8902TGDM09742731733206,Sweden
SE8902LTEB55772338700469,46784.43,Sweden,Freelance project payment,9573,2025-01-30 22:30:00,SEK,SE8902XFYN40331665173936,Sweden
SE8902PZDL59107473276443,12161.23,Sweden,Utility bill,9574,2025-05-05 09:41:00,SEK,SE8902LYFI88654386046994,Sweden
SE8902KOWL19108099243979,11312.30,Sweden,Reimbursement for travel,9575,2025-02-27 11:34:00,SEK,SE8902QXXL08650991961519,Sweden
SE8902THHW31823034276516,6688.62,Unknown,Unknown,9576,2025-03-14 04:07:00,SEK,SE8902IDYW61560887680926,Sweden
SE8902RLHG01713064216795,21054.56,Sweden,Reimbursement for travel,9577,2025-02-26 10:38:00,SEK,SE8902NOWZ09781738609160,Sweden
SE8902FKXG94756014478535,23721.80,Sweden,Subscription fee,9578,2025-01-02 21:45:00,SEK,SE8902DGBN51946839388357,Sweden
SE8902YZWZ87858217066053,27846.67,Sweden,Utility bill,9579,2025-04-06 12:58:00,SEK,SE8902GZKC59110904284187,Sweden
SE8902BWKM27720380863718,18929.74,Sweden,Rent transfer,9580,2025-04-25 02:52:00,SEK,SE8902YQXU56366715188424,Sweden
SE8902YFAI41572077231677,20780.37,Sweden,Tax refund,9581,2025-02-14 08:35:00,SEK,SE8902XUYH86436254539837,Sweden
SE8902OGIV86383792142837,21219.35,Sweden,Freelance project payment,9582,2025-04-05 13:28:00,SEK,SE8902QIQI47434237190569,Sweden
SE8902QBVC38031274896724,3234.36,Sweden,Subscription fee,9583,2025-04-22 21:03:00,SEK,SE8902JXAL47272008936438,Sweden
SE8902VUUX56420531096812,31963.39,Sweden,Salary payment,9584,2025-05-04 18:56:00,SEK,SE8902KFZW27637456654899,Sweden
SE8902AFOU10164539916013,6970.82,Sweden,Freelance project payment,9585,2025-03-16 06:27:00,SEK,SE8902NILS51480673047457,Sweden
SE8902EYZV57214534359238,36425.78,Sweden,Tax refund,9586,2025-04-11 09:12:00,SEK,SE8902GSWE68166162519198,Sweden
SE8902PSFY01211467765419,42219.73,Sweden,Unknown,9587,2025-03-10 16:29:00,SEK,SE8902JVFU12272732120946,Sweden
SE8902UTYY22254486734176,24921.77,Sweden,Loan repayment,9588,2025-01-21 00:38:00,SEK,SE8902FEOU83301563734443,Sweden
SE8902OILP02531246077432,9253.01,Sweden,Insurance payout,9589,2025-04-03 13:54:00,SEK,SE8902TTCV22659277900658,Sweden
SE8902SUFL84984390436207,23355.85,Sweden,Tax refund,9590,2025-01-14 09:00:00,SEK,SE8902HRWG83554443123395,Sweden
SE8902XUYH86436254539837,20213.52,Sweden,Freelance project payment,9591,2025-04-22 18:36:00,SEK,SE8902ABDS01701364961907,Sweden
SE8902FSHA42297476809642,28371.33,Sweden,Rent transfer,9592,2025-05-14 16:36:00,SEK,SE8902YHDH95624192716829,Sweden
SE8902GJBL45406945630901,12341.31,Sweden,Consulting fee,9593,2025-05-18 08:43:00,SEK,SE8902UJGR36411837401781,Sweden
SE8902TCZM12187781824588,34684.85,Sweden,Tax refund,9594,2025-03-20 13:26:00,SEK,SE8902XPKO29440306068239,Sweden
SE8902DRZG97085120488113,45170.96,Sweden,Rent transfer,9595,2025-05-10 20:05:00,SEK,SE8902EYAI40413449404955,Sweden
SE8902AVQC54172602808950,23989.05,Sweden,Reimbursement for travel,9596,2025-01-21 18:10:00,SEK,SE8902HEBA48610510102589,Sweden
SE8902PCFD04141042982858,27027.26,Sweden,Mobile recharge,9597,2025-01-08 18:49:00,SEK,SE8902IMEB42197421849807,Sweden
SE8902EBQG46394645816502,12190.15,Sweden,Payment for invoice #9450,9598,2025-04-02 22:25:00,SEK,SE8902WZEL99650586037049,Sweden
SE8902ZAWM87891339334132,27698.73,Sweden,Consulting fee,9599,2025-01-10 19:32:00,SEK,SE8902WWYX14350160073945,Sweden
SE8902PLXR29095818137187,26502.99,Sweden,Loan repayment,9600,2025-05-11 01:45:00,SEK,SE8902VQDV44258038827151,Sweden
SE8902OWWY66208651137307,46145.35,Sweden,Utility bill,9601,2025-03-06 19:23:00,SEK,SE8902SPMP91486768673172,Sweden
SE8902WPAU97779463181066,6921.93,Sweden,Unknown,9602,2025-03-30 10:32:00,SEK,SE8902GSWE68166162519198,Sweden
SE8902CKQN72795971469366,45856.22,Sweden,Unknown,9603,2025-03-19 04:07:00,SEK,SE8902SMBI03438185868162,Sweden
SE8902OVTP75889092553957,2235.54,Sweden,Salary payment,9604,2025-01-15 12:37:00,SEK,SE8902UPMV66415672183575,Sweden
SE8902ZMIE92280783818806,28969.87,Sweden,Unknown,9605,2025-03-23 18:02:00,SEK,SE8902HQID54921038055598,Sweden
SE8902XMAM56827677889061,12967.96,Sweden,Salary payment,9606,2025-01-23 13:32:00,SEK,SE8902GNES50129557296591,Sweden
SE8902RASX95864855242605,30159.61,Sweden,Subscription fee,9607,2025-01-13 11:03:00,SEK,SE8902WRAH16184147348462,Sweden
SE8902KLCO29429723379486,34985.31,Sweden,Salary payment,9608,2025-03-06 18:13:00,SEK,SE8902WIZV49599148565208,Sweden
SE8902RFND18240718616184,39961.13,Sweden,Freelance project payment,9609,2025-03-06 07:43:00,SEK,SE8902GQAD77323256759071,Sweden
SE8902XNUU38667095299418,9830.28,Sweden,Online purchase,9610,2025-03-09 10:52:00,SEK,SE8902VCGO21843909614852,Sweden
SE8902VPUI15502095985231,1182.91,Sweden,Consulting fee,9611,2025-04-13 11:15:00,SEK,SE8902UZYG74951512780315,Sweden
SE8902HEBA48610510102589,35693.99,Sweden,Unknown,9612,2025-02-16 18:11:00,SEK,SE8902COVG23577172278709,Sweden
SE8902MPWG51569045484865,24236.51,Sweden,Tax refund,9613,2025-05-01 09:38:00,SEK,SE8902SVVA72606563438599,Sweden
